Brands,Colors,Rating,Selling Price,Discount,Type,Memory_MB,Storage_MB,Cluster
SAMSUNG,Blue,4.2,13023.0,0.0,Mid-range,3072.0,32768.0,1
GIONEE,Other,3.7,4150.0,0.0,Entry-level,1024.0,8192.0,0
ASUS,Gold/Yellow,4.2,9599.0,0.0,Entry-level,3072.0,32768.0,0
Motorola,White,4.0,6999.0,0.0,Entry-level,3072.0,32768.0,2
SAMSUNG,Gold/Yellow,4.4,36900.0,0.0,Upper mid-range,4096.0,32768.0,1
Motorola,Silver/Gray,3.9,14999.0,0.0,Mid-range,3072.0,32768.0,2
Lenovo,Red,3.7,18999.0,0.0,Mid-range,3072.0,32768.0,2
realme,Blue,4.4,19999.0,0.0,Mid-range,8192.0,131072.0,1
Lenovo,Black,4.1,7999.0,0.0,Entry-level,3072.0,32768.0,3
Motorola,Black,4.2,13999.000000000002,0.0,Mid-range,3072.0,32768.0,3
SAMSUNG,Blue,4.1,15990.000000000002,0.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Black,4.1,20700.0,0.0,Mid-range,3072.0,16384.0,1
SAMSUNG,Black,4.3,14899.999999999998,0.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Blue,4.4,25600.000000000004,0.0,Mid-range,4096.0,65536.0,1
realme,Green,4.4,11499.0,1499.9999999999998,Mid-range,4096.0,65536.0,1
Nokia,Silver/Gray,4.0,7739.0,0.0,Entry-level,1024.0,8192.0,2
SAMSUNG,Other,4.2,6000.0,0.0,Entry-level,1024.0,8192.0,4
Nokia,Black,4.3,29990.0,0.0,Upper mid-range,6144.0,131072.0,3
vivo,Black,4.4,16490.0,0.0,Mid-range,4096.0,65536.0,1
Apple,Silver/Gray,4.4,36990.0,0.0,Upper mid-range,1024.0,16384.0,0
Lenovo,White,4.0,18499.0,0.0,Mid-range,1024.0,16384.0,2
vivo,Blue,4.4,13989.999999999998,0.0,Mid-range,4096.0,65536.0,1
Lenovo,Black,4.1,15410.0,0.0,Mid-range,1024.0,4096.0,3
SAMSUNG,Gold/Yellow,4.2,25990.0,0.0,Mid-range,2048.0,32768.0,1
Motorola,Silver/Gray,3.9,10910.0,0.0,Mid-range,4096.0,65536.0,2
realme,Red,4.4,10499.0,500.0,Mid-range,4096.0,65536.0,4
OPPO,Blue,4.3,14990.0,0.0,Mid-range,4096.0,65536.0,3
realme,Blue,4.3,17999.0,2000.0,Mid-range,6144.0,131072.0,1
ASUS,Other,4.0,12490.0,0.0,Mid-range,3072.0,16384.0,0
Xiaomi,Gold/Yellow,4.3,10999.0,0.0,Mid-range,4096.0,65536.0,1
vivo,Black,4.3,17999.0,0.0,Mid-range,3072.0,32768.0,1
OPPO,Gold/Yellow,4.3,18990.0,0.0,Mid-range,4096.0,65536.0,3
realme,Blue,4.3,14999.0,2999.9999999999995,Mid-range,6144.0,65536.0,1
Xiaomi,Gold/Yellow,4.3,8990.0,0.0,Entry-level,3072.0,32768.0,1
realme,Gold/Yellow,4.4,11990.0,3508.9999999999995,Mid-range,4096.0,65536.0,1
realme,Blue,4.5,19999.0,0.0,Mid-range,6144.0,131072.0,1
realme,Black,4.3,29999.0,2999.9999999999995,Upper mid-range,12288.0,262144.0,1
OPPO,Other,4.3,23490.0,2500.0,Mid-range,8192.0,262144.0,4
Lenovo,Black,3.7,6199.999999999999,3790.9999999999995,Entry-level,2048.0,16384.0,3
Apple,Red,4.5,44900.0,0.0,Upper mid-range,2048.0,131072.0,0
POCO,Green,4.3,13999.000000000002,2999.9999999999995,Mid-range,4096.0,65536.0,1
realme,Black,4.4,35999.0,2999.9999999999995,Upper mid-range,12288.0,262144.0,1
Nokia,Black,3.8,3974.0,205.0,Entry-level,16.0,32768.0,3
GIONEE,Blue,3.7,8950.0,0.0,Entry-level,3072.0,16384.0,0
Xiaomi,Blue,4.2,12999.0,0.0,Mid-range,4096.0,65536.0,1
Xiaomi,Other,4.3,23999.0,2000.0,Mid-range,8192.0,131072.0,4
Lenovo,Black,3.8,5499.0,0.0,Entry-level,1024.0,16384.0,3
Xiaomi,Blue,4.3,10499.0,1499.9999999999998,Mid-range,4096.0,65536.0,1
vivo,Blue,4.3,13989.999999999998,0.0,Mid-range,8192.0,262144.0,1
realme,Red,4.4,19999.0,0.0,Mid-range,8192.0,131072.0,4
realme,Blue,4.3,25999.0,4000.0,Upper mid-range,6144.0,131072.0,1
Nokia,Other,4.2,10440.0,0.0,Mid-range,3072.0,32768.0,2
realme,White,4.5,19999.0,0.0,Mid-range,6144.0,131072.0,4
SAMSUNG,Blue,4.2,17499.0,1499.9999999999998,Mid-range,6144.0,131072.0,1
Xiaomi,White,4.2,18187.0,803.0000000000001,Mid-range,6144.0,65536.0,4
OPPO,Silver/Gray,4.2,20999.0,0.0,Mid-range,6144.0,131072.0,4
SAMSUNG,Black,4.1,20999.0,2999.9999999999995,Mid-range,6144.0,131072.0,1
Xiaomi,Black,4.4,12349.0,0.0,Mid-range,4096.0,65536.0,1
Nokia,Black,4.2,2875.0,124.0,Entry-level,16.0,2.0,3
SAMSUNG,White,4.0,11499.0,2000.0,Mid-range,3072.0,32768.0,4
Infinix,Silver/Gray,4.4,9999.0,2000.0,Mid-range,4096.0,65536.0,2
Nokia,Red,3.7,3499.0,0.0,Entry-level,64.0,32768.0,2
OPPO,Other,4.3,10490.0,2500.0,Mid-range,3072.0,32768.0,4
realme,Blue,4.5,8499.0,2500.0,Mid-range,3072.0,32768.0,1
LG,Black,4.5,31970.999999999996,0.0,Upper mid-range,2048.0,16384.0,3
Nokia,Other,4.4,8999.0,1499.9999999999998,Mid-range,2048.0,32768.0,2
GIONEE,Other,3.8,4750.0,0.0,Entry-level,2048.0,16384.0,0
realme,Green,4.5,10999.0,0.0,Mid-range,4096.0,65536.0,1
Nokia,Black,4.2,1340.0,0.0,Entry-level,4.0,4.0,3
ASUS,Other,4.0,13999.000000000002,0.0,Mid-range,3072.0,16384.0,0
OPPO,Black,4.2,14990.0,0.0,Mid-range,3072.0,32768.0,3
OPPO,Black,4.4,14990.0,0.0,Mid-range,6144.0,65536.0,3
SAMSUNG,Blue,4.2,9499.0,1000.0,Mid-range,3072.0,32768.0,1
ASUS,Black,4.0,9999.0,0.0,Entry-level,3072.0,16384.0,0
POCO,Black,4.5,24999.0,0.0,Mid-range,6144.0,131072.0,1
ASUS,White,4.0,14500.0,0.0,Mid-range,3072.0,32768.0,0
GIONEE,Other,4.2,7899.999999999999,0.0,Entry-level,3072.0,32768.0,0
Motorola,Blue,4.2,10999.0,4000.0,Mid-range,4096.0,65536.0,3
Nokia,Blue,4.0,29490.0,0.0,Upper mid-range,4096.0,65536.0,3
Infinix,Blue,4.2,8999.0,0.0,Entry-level,3072.0,32768.0,3
Nokia,White,3.9,8588.0,0.0,Entry-level,2048.0,16384.0,2
SAMSUNG,Black,4.3,30900.0,0.0,Upper mid-range,6144.0,131072.0,1
SAMSUNG,White,4.2,19999.0,0.0,Mid-range,6144.0,65536.0,4
Nokia,Other,4.0,8599.0,0.0,Entry-level,2048.0,16384.0,2
Lenovo,Black,4.0,7490.0,1000.0,Entry-level,2048.0,32768.0,3
Motorola,Blue,4.3,9999.0,2000.0,Mid-range,4096.0,65536.0,3
Motorola,Black,3.9,6399.0,0.0,Entry-level,2048.0,16384.0,3
LG,Silver/Gray,4.3,29999.0,0.0,Upper mid-range,4096.0,131072.0,2
SAMSUNG,Blue,4.4,24600.0,0.0,Mid-range,6144.0,131072.0,1
ASUS,Silver/Gray,4.3,12999.0,0.0,Mid-range,3072.0,32768.0,0
realme,Other,4.3,26999.000000000004,2999.9999999999995,Upper mid-range,8192.0,131072.0,4
SAMSUNG,Gold/Yellow,4.4,26599.999999999996,0.0,Mid-range,4096.0,65536.0,1
Lenovo,Black,4.1,18999.0,0.0,Mid-range,6144.0,131072.0,3
GIONEE,Blue,4.1,7990.000000000001,0.0,Entry-level,3072.0,32768.0,0
vivo,Other,4.4,14990.0,0.0,Mid-range,12288.0,262144.0,4
Lenovo,Gold/Yellow,4.1,7999.0,0.0,Entry-level,3072.0,32768.0,3
POCO,Blue,4.4,20999.0,5000.0,Mid-range,8192.0,131072.0,1
SAMSUNG,Blue,4.2,11510.0,0.0,Mid-range,4096.0,65536.0,1
vivo,Black,4.4,32990.0,2999.9999999999995,Upper mid-range,4096.0,65536.0,1
SAMSUNG,Red,3.7,27330.0,0.0,Mid-range,2048.0,16384.0,4
POCO,Blue,4.3,9999.0,2000.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Blue,4.3,17000.0,0.0,Mid-range,1536.0,16384.0,1
Apple,Silver/Gray,4.5,41999.0,0.0,Upper mid-range,2048.0,16384.0,0
SAMSUNG,Black,4.3,11000.0,0.0,Mid-range,3072.0,32768.0,1
OPPO,Black,4.3,12990.0,1000.0,Mid-range,4096.0,65536.0,3
SAMSUNG,Black,3.9,15999.0,0.0,Mid-range,2048.0,16384.0,1
Lenovo,Black,3.9,4599.0,0.0,Entry-level,1024.0,8192.0,3
SAMSUNG,Gold/Yellow,4.4,10995.0,0.0,Mid-range,2048.0,16384.0,1
Nokia,Black,4.2,999.9999999999999,0.0,Entry-level,4.0,4.0,3
Xiaomi,Blue,4.5,14990.0,0.0,Mid-range,6144.0,65536.0,1
Apple,Gold/Yellow,4.4,36499.0,0.0,Upper mid-range,1024.0,16384.0,0
realme,Black,4.3,8999.0,1000.0,Entry-level,4096.0,65536.0,1
realme,Black,4.4,15999.0,2000.0,Mid-range,6144.0,131072.0,1
ASUS,Silver/Gray,4.3,35999.0,0.0,Upper mid-range,6144.0,65536.0,0
realme,Red,4.4,10999.0,0.0,Mid-range,4096.0,65536.0,4
Nokia,Black,4.2,1859.9999999999998,0.0,Entry-level,4.0,16384.0,3
Infinix,Black,4.3,8999.0,0.0,Entry-level,3072.0,32768.0,3
LG,Green,3.9,9999.0,0.0,Entry-level,3072.0,32768.0,2
SAMSUNG,Black,4.2,10990.0,0.0,Mid-range,3072.0,32768.0,1
OPPO,Red,4.4,13500.000000000002,0.0,Mid-range,4096.0,32768.0,4
GIONEE,Gold/Yellow,3.9,6399.0,0.0,Entry-level,4096.0,32768.0,0
Nokia,Black,4.2,1399.0,0.0,Entry-level,4.0,4.0,3
POCO,Blue,4.5,14999.0,4000.0,Mid-range,6144.0,65536.0,1
realme,Black,4.3,10499.0,500.0,Mid-range,4096.0,65536.0,1
Nokia,Black,3.8,7006.999999999999,0.0,Entry-level,1024.0,8192.0,3
POCO,Blue,4.4,18999.0,2999.9999999999995,Mid-range,8192.0,131072.0,1
Xiaomi,Red,4.2,13900.0,0.0,Mid-range,4096.0,65536.0,4
realme,Black,4.3,26999.000000000004,2999.9999999999995,Upper mid-range,8192.0,131072.0,1
Infinix,Black,4.4,9999.0,2000.0,Mid-range,4096.0,65536.0,3
SAMSUNG,Gold/Yellow,4.1,19990.0,0.0,Mid-range,2048.0,16384.0,1
OPPO,Gold/Yellow,4.3,14990.0,0.0,Mid-range,4096.0,65536.0,3
Infinix,Green,4.4,12999.0,0.0,Mid-range,4096.0,65536.0,2
SAMSUNG,Blue,4.0,7999.0,0.0,Entry-level,1024.0,8192.0,1
Infinix,Blue,4.2,9999.0,0.0,Entry-level,3072.0,32768.0,3
POCO,Black,4.4,16999.0,2999.9999999999995,Mid-range,6144.0,131072.0,1
realme,Green,4.4,28999.0,2999.9999999999995,Upper mid-range,8192.0,262144.0,1
Nokia,Other,3.9,14499.0,0.0,Mid-range,6144.0,65536.0,2
Xiaomi,White,4.5,15449.0,541.0,Mid-range,6144.0,131072.0,4
POCO,Blue,4.4,14999.0,2999.9999999999995,Mid-range,6144.0,65536.0,1
ASUS,Black,4.1,7999.0,0.0,Entry-level,2048.0,16384.0,0
Xiaomi,Other,4.5,14980.0,10.0,Mid-range,6144.0,65536.0,4
Lenovo,White,3.9,6750.000000000001,0.0,Entry-level,2048.0,16384.0,2
SAMSUNG,White,4.2,11250.0,0.0,Mid-range,2048.0,16384.0,4
realme,Green,4.3,13999.000000000002,0.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Black,4.3,8650.0,640.0,Entry-level,3072.0,32768.0,1
Xiaomi,Black,4.3,7798.0,0.0,Entry-level,2048.0,32768.0,1
SAMSUNG,Gold/Yellow,4.4,25999.0,0.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Silver/Gray,4.3,24499.0,1401.0,Mid-range,8192.0,131072.0,4
POCO,Gold/Yellow,4.3,11999.0,1000.0,Mid-range,6144.0,65536.0,1
Nokia,Black,3.7,3598.9999999999995,0.0,Entry-level,64.0,128.0,3
SAMSUNG,Gold/Yellow,4.0,8190.0,0.0,Entry-level,1024.0,16384.0,1
OPPO,Other,4.3,14990.0,4000.0,Mid-range,4096.0,131072.0,4
SAMSUNG,Black,4.3,36900.0,0.0,Upper mid-range,4096.0,131072.0,1
Google Pixel,White,4.5,25400.0,0.0,Mid-range,2048.0,16384.0,0
SAMSUNG,Black,4.2,14859.0,804.0,Mid-range,6144.0,131072.0,1
Nokia,Black,3.8,3499.0,0.0,Entry-level,16.0,32768.0,3
LG,Other,4.2,31490.000000000004,0.0,Upper mid-range,4096.0,65536.0,2
HTC,Blue,3.7,15400.0,0.0,Mid-range,3072.0,32768.0,0
Xiaomi,Red,4.3,12999.0,1000.0,Mid-range,4096.0,65536.0,4
realme,Blue,4.4,13999.000000000002,1000.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Other,4.1,49989.99999999999,0.0,Upper mid-range,3072.0,32768.0,4
Xiaomi,Black,4.2,38950.0,1040.0,Upper mid-range,8192.0,262144.0,1
SAMSUNG,Gold/Yellow,4.3,19980.0,0.0,Mid-range,4096.0,32768.0,1
SAMSUNG,Blue,4.3,11999.0,0.0,Mid-range,4096.0,65536.0,1
GIONEE,Blue,4.0,6490.0,0.0,Entry-level,3072.0,32768.0,0
Infinix,Black,4.3,7499.0,1499.9999999999998,Entry-level,2048.0,32768.0,3
Motorola,White,4.2,8999.0,0.0,Entry-level,1024.0,16384.0,2
POCO,Other,4.4,7999.0,2999.9999999999995,Mid-range,3072.0,32768.0,4
SAMSUNG,Black,4.2,2848.9999999999995,0.0,Entry-level,32.0,2.0,1
Xiaomi,Other,4.3,26989.000000000004,0.0,Mid-range,8192.0,131072.0,4
SAMSUNG,Gold/Yellow,4.3,11200.0,0.0,Mid-range,3072.0,16384.0,1
Lenovo,Gold/Yellow,4.0,7490.0,0.0,Entry-level,4096.0,32768.0,3
SAMSUNG,Green,4.4,10000.0,0.0,Mid-range,2048.0,32768.0,1
SAMSUNG,Black,4.0,6989.999999999999,0.0,Entry-level,1536.0,8192.0,1
Apple,Gold/Yellow,4.5,31999.000000000004,0.0,Upper mid-range,2048.0,32768.0,0
Nokia,Other,3.8,9999.0,0.0,Entry-level,3072.0,32768.0,2
ASUS,White,3.7,4990.0,0.0,Entry-level,2048.0,16384.0,0
Nokia,Black,4.2,1349.0,0.0,Entry-level,4.0,4.0,3
SAMSUNG,Black,4.3,8700.0,0.0,Entry-level,2048.0,32768.0,1
Xiaomi,Black,4.2,9990.0,0.0,Entry-level,3072.0,32768.0,1
SAMSUNG,Gold/Yellow,4.3,8700.0,0.0,Entry-level,2048.0,32768.0,1
SAMSUNG,Other,4.3,37499.0,3500.0,Upper mid-range,8192.0,131072.0,4
SAMSUNG,Blue,4.3,15990.000000000002,0.0,Mid-range,4096.0,65536.0,1
Infinix,Green,4.3,9999.0,2999.9999999999995,Mid-range,4096.0,65536.0,2
SAMSUNG,Gold/Yellow,4.3,10490.0,0.0,Mid-range,1536.0,8192.0,1
GIONEE,Other,3.9,5290.0,0.0,Entry-level,3072.0,16384.0,0
Infinix,Blue,4.1,11999.0,0.0,Mid-range,4096.0,65536.0,3
POCO,Silver/Gray,4.3,28999.0,4000.0,Upper mid-range,6144.0,131072.0,4
realme,Green,4.3,47999.0,0.0,Upper mid-range,12288.0,262144.0,1
Infinix,Black,4.2,18999.0,0.0,Mid-range,8192.0,131072.0,3
SAMSUNG,White,4.1,19990.0,0.0,Mid-range,2048.0,16384.0,4
Xiaomi,Green,4.2,11499.0,2500.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Blue,4.2,14999.0,0.0,Mid-range,4096.0,131072.0,1
realme,White,4.8,17499.0,3500.0,Mid-range,6144.0,131072.0,4
OPPO,Green,4.4,15677.000000000002,0.0,Mid-range,4096.0,65536.0,3
realme,Gold/Yellow,4.4,11999.0,0.0,Mid-range,3072.0,65536.0,1
Xiaomi,Gold/Yellow,4.4,8590.0,0.0,Entry-level,3072.0,32768.0,1
Infinix,Red,4.1,6999.0,0.0,Entry-level,2048.0,16384.0,2
Lenovo,Black,4.1,11999.0,0.0,Mid-range,4096.0,32768.0,3
LG,Other,4.1,7499.0,0.0,Entry-level,2048.0,16384.0,2
OPPO,Blue,4.1,10490.0,0.0,Mid-range,3072.0,32768.0,3
Xiaomi,White,4.3,14990.0,0.0,Mid-range,4096.0,131072.0,4
Infinix,Other,4.4,9999.0,0.0,Entry-level,3072.0,32768.0,2
Motorola,Blue,4.3,24999.0,0.0,Mid-range,6144.0,65536.0,3
SAMSUNG,Black,4.2,15490.0,0.0,Mid-range,4096.0,65536.0,1
Xiaomi,Black,4.4,7999.0,0.0,Entry-level,2048.0,32768.0,1
SAMSUNG,Gold/Yellow,4.3,12000.0,0.0,Mid-range,3072.0,32768.0,1
SAMSUNG,White,4.1,14490.0,0.0,Mid-range,2048.0,16384.0,4
vivo,Blue,4.4,22990.0,5000.0,Mid-range,4096.0,32768.0,1
realme,Black,4.3,16999.0,2000.0,Mid-range,8192.0,131072.0,1
SAMSUNG,Black,4.2,10990.0,0.0,Mid-range,2048.0,16384.0,1
OPPO,Other,4.5,21150.0,0.0,Mid-range,6144.0,65536.0,4
SAMSUNG,Silver/Gray,4.1,8090.0,0.0,Entry-level,1536.0,8192.0,4
SAMSUNG,Red,4.4,18000.0,0.0,Mid-range,4096.0,65536.0,4
SAMSUNG,Other,4.5,37499.0,3500.0,Upper mid-range,8192.0,131072.0,4
realme,Black,4.5,9990.0,0.0,Entry-level,3072.0,32768.0,1
SAMSUNG,White,3.8,5490.0,0.0,Entry-level,512.0,4096.0,4
POCO,Other,4.3,9999.0,2000.0,Mid-range,4096.0,65536.0,4
realme,Blue,4.4,9999.0,0.0,Entry-level,3072.0,32768.0,1
Lenovo,Blue,4.0,6950.0,1540.0,Entry-level,2048.0,32768.0,3
OPPO,White,4.3,17999.0,0.0,Mid-range,6144.0,131072.0,4
realme,Silver/Gray,4.3,15499.0,1499.9999999999998,Mid-range,6144.0,131072.0,4
realme,Blue,4.4,25999.0,2000.0,Mid-range,8192.0,131072.0,1
Xiaomi,Black,4.4,9900.0,0.0,Entry-level,3072.0,32768.0,1
HTC,White,3.9,8999.0,0.0,Entry-level,1024.0,8192.0,2
Apple,Silver/Gray,4.5,48999.0,0.0,Upper mid-range,1024.0,65536.0,0
POCO,Black,4.3,8999.0,2000.0,Mid-range,4096.0,65536.0,1
Xiaomi,Gold/Yellow,4.2,9468.0,1031.0,Mid-range,3072.0,32768.0,1
Apple,Silver/Gray,4.5,40999.0,0.0,Upper mid-range,1024.0,16384.0,0
vivo,Other,4.4,11990.0,0.0,Mid-range,3072.0,65536.0,4
GIONEE,White,3.8,9599.0,0.0,Entry-level,1024.0,8192.0,0
OPPO,Other,4.3,13989.999999999998,4000.0,Mid-range,6144.0,131072.0,4
OPPO,Blue,4.3,8990.0,4000.0,Mid-range,2048.0,32768.0,3
ASUS,Black,4.1,8499.0,0.0,Entry-level,2048.0,32768.0,0
Nokia,Black,4.1,2480.0,119.0,Entry-level,4.0,4.0,3
OPPO,Gold/Yellow,4.4,41990.0,4000.0,Upper mid-range,12288.0,262144.0,3
Motorola,White,4.0,5999.0,0.0,Entry-level,2048.0,16384.0,2
SAMSUNG,Blue,4.3,18654.0,296.0,Mid-range,8192.0,131072.0,1
Infinix,Black,4.3,12499.0,2500.0,Mid-range,4096.0,65536.0,3
POCO,Blue,4.3,8999.0,2000.0,Mid-range,4096.0,65536.0,1
Xiaomi,Black,4.2,9950.0,0.0,Entry-level,3072.0,32768.0,1
Xiaomi,Black,4.4,13900.0,0.0,Mid-range,4096.0,65536.0,1
realme,Blue,4.4,14999.0,2999.9999999999995,Mid-range,6144.0,65536.0,1
POCO,Black,4.4,20999.0,5000.0,Mid-range,8192.0,131072.0,1
OPPO,Black,4.4,15500.0,0.0,Mid-range,4096.0,32768.0,3
Motorola,Blue,4.1,9869.0,0.0,Entry-level,4096.0,32768.0,3
OPPO,Black,4.4,13490.000000000002,0.0,Mid-range,3072.0,32768.0,3
OPPO,Blue,4.5,13499.0,0.0,Mid-range,4096.0,65536.0,3
vivo,Black,4.3,35399.0,1501.0,Upper mid-range,6144.0,131072.0,1
Lenovo,Black,3.9,6499.0,0.0,Entry-level,2048.0,16384.0,3
realme,Blue,4.3,18499.0,500.0,Mid-range,8192.0,131072.0,1
SAMSUNG,Black,4.3,14990.0,0.0,Mid-range,4096.0,65536.0,1
Xiaomi,Black,4.3,9499.0,0.0,Entry-level,3072.0,32768.0,1
SAMSUNG,Gold/Yellow,4.3,11700.0,0.0,Mid-range,1536.0,16384.0,1
vivo,Black,4.5,18990.0,0.0,Mid-range,4096.0,65536.0,1
POCO,Gold/Yellow,4.3,10999.0,1000.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Other,4.1,5490.0,4210.0,Entry-level,1024.0,8192.0,4
ASUS,Gold/Yellow,4.0,7990.000000000001,0.0,Entry-level,3072.0,32768.0,0
vivo,Gold/Yellow,4.1,43990.0,2000.0,Upper mid-range,12288.0,262144.0,1
Motorola,Black,4.1,14999.0,0.0,Mid-range,4096.0,65536.0,3
Xiaomi,Silver/Gray,4.4,26823.999999999996,0.0,Mid-range,8192.0,131072.0,4
SAMSUNG,White,3.9,21999.0,0.0,Mid-range,2048.0,16384.0,4
SAMSUNG,Black,4.2,8490.0,0.0,Entry-level,1536.0,8192.0,1
Nokia,Black,4.0,9599.0,0.0,Entry-level,3072.0,32768.0,3
Nokia,Gold/Yellow,3.7,3400.0,5000.0,Entry-level,512.0,4096.0,3
GIONEE,Black,4.0,4599.0,0.0,Entry-level,2048.0,16384.0,0
Apple,Silver/Gray,4.5,48999.0,0.0,Upper mid-range,1024.0,131072.0,0
Motorola,Black,4.2,8999.0,0.0,Entry-level,1024.0,16384.0,3
LG,Other,4.0,22999.0,0.0,Mid-range,4096.0,32768.0,2
ASUS,Other,3.8,6999.0,0.0,Entry-level,2048.0,32768.0,0
realme,Silver/Gray,4.3,14499.0,1499.9999999999998,Mid-range,6144.0,65536.0,4
realme,Blue,4.4,11990.0,0.0,Mid-range,4096.0,65536.0,1
OPPO,Silver/Gray,4.3,12990.0,1000.0,Mid-range,4096.0,65536.0,4
realme,Red,4.5,8499.0,2500.0,Mid-range,3072.0,32768.0,4
POCO,Black,4.2,16499.0,1499.9999999999998,Mid-range,6144.0,131072.0,1
POCO,Black,4.5,21999.0,0.0,Mid-range,6144.0,65536.0,1
realme,Blue,4.3,11999.0,0.0,Mid-range,3072.0,32768.0,1
SAMSUNG,Gold/Yellow,4.4,22300.0,0.0,Mid-range,4096.0,65536.0,1
LG,Other,4.1,30990.0,0.0,Upper mid-range,4096.0,65536.0,2
OPPO,Black,4.3,18380.0,0.0,Mid-range,6144.0,131072.0,3
OPPO,Black,4.5,19000.0,0.0,Mid-range,4096.0,65536.0,3
Lenovo,Gold/Yellow,4.3,16999.0,0.0,Mid-range,3072.0,32768.0,3
vivo,Green,4.3,12900.0,0.0,Mid-range,8192.0,131072.0,1
Lenovo,White,3.7,9999.0,0.0,Entry-level,2048.0,32768.0,2
SAMSUNG,White,4.4,18000.0,0.0,Mid-range,4096.0,65536.0,4
realme,Blue,4.3,16999.0,1000.0,Mid-range,6144.0,131072.0,1
Lenovo,Other,4.1,6999.0,0.0,Entry-level,3072.0,32768.0,2
SAMSUNG,Green,4.2,11499.0,1499.9999999999998,Mid-range,4096.0,65536.0,1
vivo,Black,4.4,27990.0,0.0,Mid-range,3072.0,65536.0,1
OPPO,Black,4.3,25990.0,4000.0,Upper mid-range,8192.0,131072.0,3
Xiaomi,Other,4.4,28999.0,0.0,Mid-range,6144.0,131072.0,4
OPPO,Silver/Gray,4.2,19990.0,1000.0,Mid-range,6144.0,131072.0,4
realme,Silver/Gray,4.3,15999.0,1000.0,Mid-range,4096.0,131072.0,4
LG,Blue,4.0,9990.0,0.0,Entry-level,3072.0,65536.0,3
SAMSUNG,Red,4.0,8083.000000000001,105.0,Entry-level,3072.0,32768.0,4
GIONEE,White,4.3,4200.0,0.0,Entry-level,1024.0,16384.0,0
realme,Blue,4.5,9999.0,1000.0,Mid-range,4096.0,65536.0,1
SAMSUNG,Black,3.8,4299.0,0.0,Entry-level,512.0,4096.0,1
POCO,Blue,4.4,11499.0,3500.0,Mid-range,6144.0,131072.0,1
OPPO,Black,4.3,10990.0,2000.0,Mid-range,3072.0,32768.0,3
SAMSUNG,Other,3.9,8250.0,0.0,Entry-level,1024.0,8192.0,4
OPPO,Blue,4.2,29999.0,0.0,Upper mid-range,8192.0,131072.0,3
SAMSUNG,Gold/Yellow,4.0,29999.0,0.0,Upper mid-range,3072.0,32768.0,1
OPPO,Blue,4.0,9989.0,0.0,Entry-level,2048.0,32768.0,3
SAMSUNG,Red,4.6,49989.99999999999,0.0,Upper mid-range,4096.0,65536.0,4
vivo,Other,4.3,14500.0,0.0,Mid-range,8192.0,131072.0,4
Lenovo,Other,4.1,7499.0,0.0,Entry-level,3072.0,32768.0,2
OPPO,Red,4.4,9500.0,0.0,Entry-level,2048.0,16384.0,4
Lenovo,Gold/Yellow,4.2,10999.0,0.0,Mid-range,3072.0,32768.0,3
realme,Blue,4.4,10499.0,2500.0,Mid-range,4096.0,65536.0,1
realme,Blue,4.4,19999.0,2000.0,Mid-range,8192.0,131072.0,1
Nokia,Other,4.1,15299.0,0.0,Mid-range,3072.0,16384.0,2
Motorola,Blue,4.1,7999.0,2000.0,Entry-level,4096.0,65536.0,3
HTC,Blue,3.9,13999.000000000002,0.0,Mid-range,3072.0,32768.0,0
Apple,Other,4.6,49900.0,0.0,Upper mid-range,4096.0,65536.0,0
SAMSUNG,Silver/Gray,4.0,5999.0,0.0,Entry-level,1024.0,8192.0,4
SAMSUNG,Black,4.3,15900.0,3689.9999999999995,Mid-range,6144.0,131072.0,1
Xiaomi,Other,4.2,45871.0,0.0,Upper mid-range,8192.0,262144.0,4
Xiaomi,White,4.3,15998.0,0.0,Mid-range,4096.0,65536.0,4
ASUS,Blue,4.5,36299.0,0.0,Upper mid-range,6144.0,131072.0,0
POCO,Black,4.3,28999.0,4000.0,Upper mid-range,6144.0,131072.0,1
SAMSUNG,Black,4.3,13490.000000000002,0.0,Mid-range,3072.0,16384.0,1
realme,Blue,4.4,9999.0,2000.0,Mid-range,3072.0,65536.0,1
SAMSUNG,Silver/Gray,3.9,5000.0,0.0,Entry-level,512.0,4096.0,4
ASUS,Blue,3.8,7300.000000000001,0.0,Entry-level,2048.0,32768.0,0
realme,Other,4.4,8999.0,0.0,Entry-level,3072.0,32768.0,4
IQOO,Silver/Gray,4.4,34990.0,2999.9999999999995,Upper mid-range,8192.0,131072.0,2
Lenovo,Black,3.9,8490.0,1509.0,Entry-level,4096.0,65536.0,3
SAMSUNG,Black,4.3,24990.0,0.0,Mid-range,6144.0,131072.0,1
SAMSUNG,Gold/Yellow,4.1,39899.0,0.0,Upper mid-range,4096.0,32768.0,1
SAMSUNG,Blue,4.4,8990.0,1010.0,Mid-range,3072.0,32768.0,1
POCO,Blue,4.4,15999.0,4000.0,Mid-range,6144.0,131072.0,1
HTC,Blue,3.9,8999.0,0.0,Entry-level,1024.0,8192.0,0
